"Calendar year","Month","ABS remoteness area","Cause of injury","Age group","Sex","Road user","Counterparty","Count of cases","Bed days","Died_cases","Died_bed_days","Hospitalisations"
2019,"August","Major Cities","Traffic","40-64","Female","Car passenger","Fixed or stationary object",3,14,0,0,3
2019,"August","Major Cities","Traffic","40-64","Female","Car unknown position","Car, pick-up truck or van",2,2,0,0,2
2019,"August","Major Cities","Traffic","40-64","Female","Car unknown position","Other and unspecified transport accidents",4,5,0,0,4
2019,"August","Major Cities","Traffic","40-64","Female","Motorcyclist","2- or 3- wheeled motor vehicle",1,4,0,0,1
2019,"August","Major Cities","Traffic","40-64","Female","Motorcyclist","Car, pick-up truck or van",7,50,0,0,7
2019,"August","Major Cities","Traffic","40-64","Female","Motorcyclist","Fixed or stationary object",1,1,0,0,1
2019,"August","Major Cities","Traffic","40-64","Female","Motorcyclist","Non-collision transport accident",9,32,0,0,9
2019,"August","Major Cities","Traffic","40-64","Female","Motorcyclist","Other and unspecified transport accidents",1,1,0,0,1
2019,"August","Major Cities","Traffic","40-64","Female","Motorcyclist","Pedestrian or animal",1,5,0,0,1
2019,"August","Major Cities","Traffic","40-64","Female","Other or unknown","Other and unspecified transport accidents",4,39,0,0,4
2019,"August","Major Cities","Traffic","40-64","Female","Pedal cyclist","Car, pick-up truck or van",7,8,0,0,7
2019,"August","Major Cities","Traffic","40-64","Female","Pedal cyclist","Fixed or stationary object",3,3,0,0,3
2019,"August","Major Cities","Traffic","40-64","Female","Pedal cyclist","Non-collision transport accident",13,39,0,0,13
2019,"August","Major Cities","Traffic","40-64","Female","Pedal cyclist","Other and unspecified transport accidents",3,3,0,0,3
2019,"August","Major Cities","Traffic","40-64","Female","Pedal cyclist","Pedal cycle",2,4,0,0,2
2019,"August","Major Cities","Traffic","40-64","Female","Pedestrian","2- or 3- wheeled motor vehicle",3,4,0,0,3
2019,"August","Major Cities","Traffic","40-64","Female","Pedestrian","Car, pick-up truck or van",27,167,0,0,27
2019,"August","Major Cities","Traffic","40-64","Female","Pedestrian","Heavy transport vehicle or bus",1,1,0,0,1
2019,"August","Major Cities","Traffic","40-64","Female","Pedestrian","Other and unspecified transport accidents",1,1,0,0,1
2019,"August","Major Cities","Traffic","40-64","Female","Pedestrian","Pedal cycle",1,2,0,0,1
2019,"August","Major Cities","Traffic","40-64","Male","Bus occupant","Car, pick-up truck or van",1,3,0,0,1
2019,"August","Major Cities","Traffic","40-64","Male","Bus occupant","Non-collision transport accident",1,9,0,0,1
2019,"August","Major Cities","Traffic","40-64","Male","Car driver","Car, pick-up truck or van",80,402,0,0,80
2019,"August","Major Cities","Traffic","40-64","Male","Car driver","Fixed or stationary object",15,102,0,0,15
2019,"August","Major Cities","Traffic","40-64","Male","Car driver","Heavy transport vehicle or bus",2,41,1,30,1
2019,"August","Major Cities","Traffic","40-64","Male","Car driver","Non-collision transport accident",8,14,0,0,8
2019,"August","Major Cities","Traffic","40-64","Male","Car driver","Other and unspecified transport accidents",1,1,0,0,1
2019,"August","Major Cities","Traffic","40-64","Male","Car driver","Other non-motor vehicle",1,2,0,0,1
2019,"August","Major Cities","Traffic","40-64","Male","Car passenger","Car, pick-up truck or van",9,60,0,0,9
2019,"August","Major Cities","Traffic","40-64","Male","Car passenger","Fixed or stationary object",4,24,0,0,4
2019,"August","Major Cities","Traffic","40-64","Male","Car unknown position","Car, pick-up truck or van",1,1,0,0,1
2019,"August","Major Cities","Traffic","40-64","Male","Car unknown position","Other and unspecified transport accidents",3,109,0,0,3
2019,"August","Major Cities","Traffic","40-64","Male","Heavy transport driver","Non-collision transport accident",5,8,0,0,5
2019,"August","Major Cities","Traffic","40-64","Male","Motorcyclist","2- or 3- wheeled motor vehicle",3,12,0,0,3
2019,"August","Major Cities","Traffic","40-64","Male","Motorcyclist","Car, pick-up truck or van",48,542,0,0,48
2019,"August","Major Cities","Traffic","40-64","Male","Motorcyclist","Fixed or stationary object",13,131,0,0,13
2019,"August","Major Cities","Traffic","40-64","Male","Motorcyclist","Non-collision transport accident",60,233,0,0,60
2019,"August","Major Cities","Traffic","40-64","Male","Motorcyclist","Other and unspecified transport accidents",27,167,0,0,27
2019,"August","Major Cities","Traffic","40-64","Male","Motorcyclist","Pedal cycle",0,9,0,0,0
2019,"August","Major Cities","Traffic","40-64","Male","Motorcyclist","Pedestrian or animal",7,35,0,0,7
2019,"August","Major Cities","Traffic","40-64","Male","Other or unknown","Other and unspecified transport accidents",7,363,0,0,7
2019,"August","Major Cities","Traffic","40-64","Male","Pedal cyclist","2- or 3- wheeled motor vehicle",1,1,0,0,1
2019,"August","Major Cities","Traffic","40-64","Male","Pedal cyclist","Car, pick-up truck or van",23,97,0,0,23
2019,"August","Major Cities","Traffic","40-64","Male","Pedal cyclist","Fixed or stationary object",8,21,0,0,8
2019,"August","Major Cities","Traffic","40-64","Male","Pedal cyclist","Non-collision transport accident",58,202,0,0,58
2019,"August","Major Cities","Traffic","40-64","Male","Pedal cyclist","Other and unspecified transport accidents",25,68,0,0,25
2019,"August","Major Cities","Traffic","40-64","Male","Pedal cyclist","Pedal cycle",5,30,0,0,5
2019,"August","Major Cities","Traffic","40-64","Male","Pedal cyclist","Pedestrian or animal",2,2,0,0,2
2019,"August","Major Cities","Traffic","40-64","Male","Pedestrian","Car, pick-up truck or van",21,142,1,22,20
2019,"August","Major Cities","Traffic","40-64","Male","Pedestrian","Heavy transport vehicle or bus",3,26,0,0,3
2019,"August","Major Cities","Traffic","40-64","Male","Pedestrian","Other and unspecified transport accidents",2,5,0,0,2
2019,"August","Major Cities","Traffic","40-64","Male","Pedestrian","Other non-motor vehicle",0,11,0,0,0
2019,"August","Major Cities","Traffic","40-64","Male","Pick-up truck or van occupant","Car, pick-up truck or van",1,1,0,0,1
2019,"August","Major Cities","Traffic","40-64","Male","Pick-up truck or van occupant","Fixed or stationary object",0,1,0,0,0
2019,"August","Major Cities","Traffic","40-64","Male","Pick-up truck or van occupant","Non-collision transport accident",3,3,0,0,3
2019,"August","Major Cities","Traffic","65-74","Female","Bus occupant","Car, pick-up truck or van",1,1,0,0,1
2019,"August","Major Cities","Traffic","65-74","Female","Bus occupant","Non-collision transport accident",2,2,0,0,2
2019,"August","Major Cities","Traffic","65-74","Female","Car driver","Car, pick-up truck or van",28,100,0,0,28
2019,"August","Major Cities","Traffic","65-74","Female","Car driver","Fixed or stationary object",11,92,0,0,11
2019,"August","Major Cities","Traffic","65-74","Female","Car driver","Heavy transport vehicle or bus",2,8,0,0,2
2019,"August","Major Cities","Traffic","65-74","Female","Car driver","Non-collision transport accident",1,45,0,0,1
2019,"August","Major Cities","Traffic","65-74","Female","Car passenger","Car, pick-up truck or van",13,94,0,0,13
2019,"August","Major Cities","Traffic","65-74","Female","Car passenger","Fixed or stationary object",2,20,0,0,2
2019,"August","Major Cities","Traffic","65-74","Female","Car passenger","Non-collision transport accident",0,26,0,0,0
2019,"August","Major Cities","Traffic","65-74","Female","Car passenger","Pedestrian or animal",1,1,0,0,1
2019,"August","Major Cities","Traffic","65-74","Female","Car unknown position","Car, pick-up truck or van",0,43,0,0,0
2019,"August","Major Cities","Traffic","65-74","Female","Motorcyclist","Other and unspecified transport accidents",1,10,0,0,1
2019,"August","Major Cities","Traffic","65-74","Female","Other or unknown","Other and unspecified transport accidents",1,52,0,0,1
2019,"August","Major Cities","Traffic","65-74","Female","Pedal cyclist","Car, pick-up truck or van",2,9,0,0,2
2019,"August","Major Cities","Traffic","65-74","Female","Pedal cyclist","Fixed or stationary object",2,8,0,0,2
2019,"August","Major Cities","Traffic","65-74","Female","Pedal cyclist","Non-collision transport accident",5,12,0,0,5
2019,"August","Major Cities","Traffic","65-74","Female","Pedal cyclist","Other and unspecified transport accidents",1,3,0,0,1
2019,"August","Major Cities","Traffic","65-74","Female","Pedestrian","Car, pick-up truck or van",9,194,0,0,9
2019,"August","Major Cities","Traffic","65-74","Male","Car driver","Car, pick-up truck or van",29,102,0,0,29
2019,"August","Major Cities","Traffic","65-74","Male","Car driver","Fixed or stationary object",5,30,0,0,5
2019,"August","Major Cities","Traffic","65-74","Male","Car passenger","Car, pick-up truck or van",3,18,0,0,3
2019,"August","Major Cities","Traffic","65-74","Male","Car passenger","Fixed or stationary object",1,1,0,0,1
2019,"August","Major Cities","Traffic","65-74","Male","Car passenger","Non-collision transport accident",1,20,0,0,1
2019,"August","Major Cities","Traffic","65-74","Male","Car unknown position","Car, pick-up truck or van",1,1,0,0,1
2019,"August","Major Cities","Traffic","65-74","Male","Car unknown position","Other and unspecified transport accidents",2,23,0,0,2
2019,"August","Major Cities","Traffic","65-74","Male","Heavy transport driver","Non-collision transport accident",1,1,0,0,1
2019,"August","Major Cities","Traffic","65-74","Male","Heavy transport passenger","Non-collision transport accident",0,21,0,0,0
2019,"August","Major Cities","Traffic","65-74","Male","Motorcyclist","Car, pick-up truck or van",5,134,1,24,4
2019,"August","Major Cities","Traffic","65-74","Male","Motorcyclist","Fixed or stationary object",1,18,1,1,0
2019,"August","Major Cities","Traffic","65-74","Male","Motorcyclist","Non-collision transport accident",4,53,0,0,4
2019,"August","Major Cities","Traffic","65-74","Male","Motorcyclist","Other and unspecified transport accidents",1,1,0,0,1
2019,"August","Major Cities","Traffic","65-74","Male","Other or unknown","Other and unspecified transport accidents",1,3,0,0,1
2019,"August","Major Cities","Traffic","65-74","Male","Pedal cyclist","Car, pick-up truck or van",6,9,0,0,6
2019,"August","Major Cities","Traffic","65-74","Male","Pedal cyclist","Fixed or stationary object",2,4,0,0,2
2019,"August","Major Cities","Traffic","65-74","Male","Pedal cyclist","Heavy transport vehicle or bus",1,1,0,0,1
2019,"August","Major Cities","Traffic","65-74","Male","Pedal cyclist","Non-collision transport accident",9,75,0,0,9
2019,"August","Major Cities","Traffic","65-74","Male","Pedal cyclist","Other and unspecified transport accidents",2,2,0,0,2
2019,"August","Major Cities","Traffic","65-74","Male","Pedal cyclist","Pedal cycle",5,5,0,0,5
2019,"August","Major Cities","Traffic","65-74","Male","Pedestrian","Car, pick-up truck or van",10,118,0,0,10
2019,"August","Major Cities","Traffic","65-74","Male","Pick-up truck or van occupant","Car, pick-up truck or van",0,3,0,0,0
2019,"August","Major Cities","Traffic","75+","Female","Bus occupant","Non-collision transport accident",1,1,0,0,1
2019,"August","Major Cities","Traffic","75+","Female","Car driver","Car, pick-up truck or van",17,200,0,0,17
2019,"August","Major Cities","Traffic","75+","Female","Car driver","Fixed or stationary object",8,46,1,6,7
2019,"August","Major Cities","Traffic","75+","Female","Car driver","Heavy transport vehicle or bus",1,17,0,0,1
2019,"August","Major Cities","Traffic","75+","Female","Car driver","Non-collision transport accident",2,53,0,0,2
2019,"August","Major Cities","Traffic","75+","Female","Car passenger","Car, pick-up truck or van",20,164,0,0,20
2019,"August","Major Cities","Traffic","75+","Female","Car passenger","Fixed or stationary object",3,70,0,0,3
2019,"August","Major Cities","Traffic","75+","Female","Car passenger","Heavy transport vehicle or bus",2,11,0,0,2
2019,"August","Major Cities","Traffic","75+","Female","Car passenger","Non-collision transport accident",1,1,0,0,1
2019,"August","Major Cities","Traffic","75+","Female","Car passenger","Other and unspecified transport accidents",2,6,0,0,2
2019,"August","Major Cities","Traffic","75+","Female","Car unknown position","Car, pick-up truck or van",0,14,0,0,0
2019,"August","Major Cities","Traffic","75+","Female","Car unknown position","Non-collision transport accident",0,23,0,0,0
2019,"August","Major Cities","Traffic","75+","Female","Car unknown position","Other and unspecified transport accidents",3,38,0,0,3
2019,"August","Major Cities","Traffic","75+","Female","Other or unknown","Other and unspecified transport accidents",0,36,0,0,0
2019,"August","Major Cities","Traffic","75+","Female","Pedal cyclist","Pedal cycle",1,1,0,0,1
2019,"August","Major Cities","Traffic","75+","Female","Pedestrian","Car, pick-up truck or van",15,152,1,9,14
2019,"August","Major Cities","Traffic","75+","Female","Pedestrian","Other and unspecified transport accidents",1,13,0,0,1
2019,"August","Major Cities","Traffic","75+","Female","Pedestrian","Pedal cycle",1,8,0,0,1
2019,"August","Major Cities","Traffic","75+","Male","Car driver","Car, pick-up truck or van",38,195,1,1,37
2019,"August","Major Cities","Traffic","75+","Male","Car driver","Fixed or stationary object",7,70,0,0,7
2019,"August","Major Cities","Traffic","75+","Male","Car driver","Heavy transport vehicle or bus",2,16,0,0,2
2019,"August","Major Cities","Traffic","75+","Male","Car driver","Non-collision transport accident",3,9,0,0,3
2019,"August","Major Cities","Traffic","75+","Male","Car driver","Other non-motor vehicle",1,1,0,0,1
2019,"August","Major Cities","Traffic","75+","Male","Car driver","Train",1,1,0,0,1
2019,"August","Major Cities","Traffic","75+","Male","Car passenger","Car, pick-up truck or van",8,53,1,7,7
2019,"August","Major Cities","Traffic","75+","Male","Car passenger","Fixed or stationary object",1,7,0,0,1
2019,"August","Major Cities","Traffic","75+","Male","Car unknown position","Car, pick-up truck or van",0,86,0,0,0
2019,"August","Major Cities","Traffic","75+","Male","Car unknown position","Other and unspecified transport accidents",2,40,0,0,2
2019,"August","Major Cities","Traffic","75+","Male","Heavy transport passenger","Non-collision transport accident",1,1,0,0,1
2019,"August","Major Cities","Traffic","75+","Male","Motorcyclist","Car, pick-up truck or van",4,99,0,0,4
2019,"August","Major Cities","Traffic","75+","Male","Motorcyclist","Non-collision transport accident",1,6,0,0,1
2019,"August","Major Cities","Traffic","75+","Male","Other or unknown","Other and unspecified transport accidents",4,55,0,0,4
